54,19,128,225,156,245,50,118,219,246,33,117,51,60,121,119,59
55,78,96,229,167,225,8,142,182,228,26,133,29,42,80,129,98
56,44,193,198,193,243,27,127,162,228,35,99,91,24,99,156,36
57,17,132,193,238,238,10,94,192,222,7,151,58,50,195,136,110
58,67,141,234,157,255,10,113,229,253,57,73,44,30,112,140,106
59,34,83,206,209,254,26,107,178,233,36,94,57,7,120,116,76
60,63,124,232,161,248,38,167,214,229,29,79,22,78,103,109,57
61,52,157,236,189,249,40,142,183,248,44,126,15,68,126,128,125
62,32,92,227,163,227,20,116,230,236,40,106,53,53,125,168,137
63,54,112,194,164,232,45,100,204,248,16,82,43,32,124,199,90
64,25,148,199,180,233,25,83,179,250,30,104,70,57,111,134,129
65,24,108,247,194,201,20,106,194,234,50,95,42,57,34,128,117
66,37,85,172,194,212,3,156,193,203,46,80,67,40,139,152,109
67,45,113,174,211,248,32,137,223,217,46,103,37,31,136,98,90
68,57,97,243,205,244,12,136,202,254,72,113,30,78,95,131,114
69,9,109,232,160,244,73,129,184,255,55,60,44,27,72,162,115
70,50,114,227,211,228,15,88,210,192,10,82,64,50,125,116,161
71,35,108,206,176,250,23,155,217,228,15,79,36,46,111,152,104
72,46,121,239,143,244,11,109,186,210,2,132,60,32,110,144,118
73,59,115,228,204,240,11,118,217,247,14,112,48,12,94,165,91
74,72,61,204,226,237,31,86,228,240,13,92,27,40,106,117,101
75,248,217,49,212,7,238,170,142,171,47,179,57,221,35,71,126
76,249,223,61,232,47,241,190,124,141,104,155,52,234,94,76,116
77,233,194,98,235,14,220,223,85,160,20,171,55,255,92,123,108
78,225,226,70,183,10,240,184,141,131,30,220,91,232,170,102,107
79,214,242,94,176,5,232,129,163,177,47,167,64,220,97,15,149
80,244,216,68,187,4,251,143,151,154,17,174,102,233,113,90,69
81,209,229,33,226,24,238,172,140,167,48,152,116,203,137,98,85
82,253,249,62,187,43,212,180,105,156,14,219,87,252,106,67,112
83,253,245,23,206,78,191,200,110,149,41,183,110,231,129,69,73
84,254,216,86,177,42,221,198,118,143,19,163,39,190,102,42,117
85,238,176,86,205,55,211,189,105,136,40,150,69,236,137,75,162
86,238,212,95,154,27,215,152,198,173,75,178,53,219,123,85,111
87,232,242,38,222,4,236,187,142,183,47,142,155,236,123,149,84
88,242,253,70,193,32,237,204,109,162,73,178,82,230,79,92,96
89,244,192,60,196,53,251,192,135,178,45,160,101,199,97,67,100
90,241,250,114,234,32,229,147,134,129,64,177,63,217,113,74,96
91,245,222,57,211,31,194,206,81,140,84,185,106,206,122,153,124
92,247,173,55,173,9,239,198,113,146,39,132,78,244,95,71,134
93,241,157,50,224,25,164,219,163,171,21,211,104,203,113,37,105
94,232,209,75,231,18,251,207,121,144,79,178,76,251,126,44,95
95,236,244,66,218,14,219,179,144,203,59,223,130,249,108,86,117
96,231,237,78,209,16,212,169,169,178,86,217,34,253,126,74,145
97,236,221,73,223,22,239,199,125,183,60,206,89,240,105,83,124
98,244,218,84,178,54,255,192,131,208,96,177,96,216,94,72,55
99,235,246,62,205,12,197,171,137,138,37,219,129,249,112,109,76
